#
# Data product developed by Dr. E. Thiemann from the
# Laboratory for Atmospheric and Space Physics, Boulder, Colorado
# in the frame of the PROBA2 guest investigator program.
#
# Please address your questions to E. Thiemann (thiemann@lasp.colorado.edu) and
# to the LYRA Principal Investigator M. Dominique (marie.dominique@oma.be)
#
# PROBA2 data products are open to all.
# Users should however refer to the following paper: http://arxiv.org/abs/1708.08833
# and acknowledge the instrument according to the rules described
# at http://proba2.oma.be/data/termsOfUse in their papers and presentations
#
# Website reference http://proba2.oma.be/lyra/data/EarthAtmosphere/
#
# Description:
# Summed neutral N2 and O number density profiles, spanning altitudes between 150 and 400 km
# retrieved from LYRA data acquired during occultations by the unit 3 (backup unit) zirconium
# channel (bandpass: 1-2 nm + 6-20 nm).
#
# Radial distance is the distance from the center of Earth expressed in km to which the density corresponds.
# Density O-N2 provides the summed number density of neutral O and N2 in units of radial distance and cm^-3.
# The systematic error is a signed value (asymmetric) in fractional units and is primarily from the error made by
# assuming that the absorption cross-sections of O and N2 are equal; a secondary source of systematic error is 
# from using a single-scale height atmosphere in the reference atmosphere used by the retrieval algorithm.
# The random error is an unsigned value (to be applied symmetrically to the measurement) in fractional
# units and gathers the uncertainties from solar spectra, solar variability and measurement noise.
# Both uncertainties are described in http://arxiv.org/abs/1708.08833.
# The Longitude and Latitude (in degrees) columns refer to the tangential point along the
# line-of-sight, where most of the absorption occurs.
#
# Scale height =        36.891785 km
# Date (UTC) = 2010-12-24T09:38:59.532
# Date (julian) = 2455554.90207792
#
# Radial distance	Density O-N2	Systematic error	Random error	Longitude	Latitude
       6494.4890	   2.4072347e+11	     0.031743723	     0.030621381	      -31.290669	       43.257131
       6496.8293	   2.0519166e+11	     0.039948867	     0.031327083	      -31.372296	       43.151016
       6499.1695	   1.6494611e+11	     0.048042101	     0.032032785	      -31.454634	       43.044263
       6501.5098	   1.3383898e+11	     0.055882274	     0.032738487	      -31.551056	       42.924883
       6503.8501	   1.0916661e+11	     0.063525883	     0.033444189	      -31.647479	       42.805503
       6506.1903	   9.0661202e+10	     0.071109145	     0.034149891	      -31.731027	       42.697665
       6508.5306	   7.7536131e+10	     0.078992870	     0.034855593	      -31.812654	       42.591550
       6510.8709	   6.7497211e+10	     0.087435789	     0.035561295	      -31.895999	       42.487143
       6513.2111	   5.9283601e+10	     0.096616148	     0.036266996	      -31.981718	       42.385097
       6515.5514	   5.2571476e+10	      0.10676775	     0.036972698	      -32.067436	       42.283050
       6517.8917	   4.7021882e+10	      0.11801383	     0.037678400	      -32.149186	       42.177058
       6520.2320	   4.2226541e+10	      0.13040430	     0.038384102	      -32.230813	       42.070944
       6522.5722	   3.7911760e+10	      0.14228695	     0.039067095	      -32.315357	       41.957932
       6524.9125	   3.3868536e+10	      0.15070141	     0.039751128	      -32.402596	       41.838551
       6527.2528	   3.0203934e+10	      0.15771334	     0.040899980	      -32.487916	       41.723707
       6529.5930	   2.6965645e+10	      0.16434334	     0.043180434	      -32.569543	       41.617593
       6531.9333	   2.4304606e+10	      0.17095853	     0.046587112	      -32.651170	       41.511479
       6534.2736	   2.2086693e+10	      0.17501350	     0.048021086	      -32.729156	       41.409005
