#
# Data product developed by Dr. E. Thiemann from the
# Laboratory for Atmospheric and Space Physics, Boulder, Colorado
# in the frame of the PROBA2 guest investigator program.
#
# Please address your questions to E. Thiemann (thiemann@lasp.colorado.edu) and
# to the LYRA Principal Investigator M. Dominique (marie.dominique@oma.be)
#
# PROBA2 data products are open to all.
# Users should however refer to the following paper: http://arxiv.org/abs/1708.08833
# and acknowledge the instrument according to the rules described
# at http://proba2.oma.be/data/termsOfUse in their papers and presentations
#
# Website reference http://proba2.oma.be/lyra/data/EarthAtmosphere/
#
# Description:
# Summed neutral N2 and O number density profiles, spanning altitudes between 150 and 400 km
# retrieved from LYRA data acquired during occultations by the unit 3 (backup unit) zirconium
# channel (bandpass: 1-2 nm + 6-20 nm).
#
# Radial distance is the distance from the center of Earth expressed in km to which the density corresponds.
# Density O-N2 provides the summed number density of neutral O and N2 in units of radial distance and cm^-3.
# The systematic error is a signed value (asymmetric) in fractional units and is primarily from the error made by
# assuming that the absorption cross-sections of O and N2 are equal; a secondary source of systematic error is 
# from using a single-scale height atmosphere in the reference atmosphere used by the retrieval algorithm.
# The random error is an unsigned value (to be applied symmetrically to the measurement) in fractional
# units and gathers the uncertainties from solar spectra, solar variability and measurement noise.
# Both uncertainties are described in http://arxiv.org/abs/1708.08833.
# The Longitude and Latitude (in degrees) columns refer to the tangential point along the
# line-of-sight, where most of the absorption occurs.
#
# Scale height =        49.852452 km
# Date (UTC) = 2013-12-05T09:19:20.247
# Date (julian) = 2456631.88842879
#
# Radial distance	Density O-N2	Systematic error	Random error	Longitude	Latitude
       6502.6289	   5.5735090e+10	     0.057301960	     0.033075960	      -19.630260	       52.961791
       6505.1773	   5.0470775e+10	     0.066465305	     0.033844417	      -19.780257	       52.841795
       6507.7257	   4.5813584e+10	     0.075840844	     0.034612873	      -19.923558	       52.727155
       6510.2741	   4.1677576e+10	     0.085522334	     0.035381329	      -20.056885	       52.620492
       6512.8225	   3.8125289e+10	     0.095647128	     0.036149786	      -20.191981	       52.511808
       6515.3708	   3.4925282e+10	      0.10625267	     0.036918242	      -20.336977	       52.391812
       6517.9192	   3.1930056e+10	      0.11735892	     0.037686698	      -20.479531	       52.273836
       6520.4676	   2.9157021e+10	      0.12901064	     0.038455154	      -20.608415	       52.167174
       6523.0160	   2.6707551e+10	      0.13854045	     0.039183068	      -20.737298	       52.060511
       6525.5643	   2.4641696e+10	      0.14388652	     0.039717808	      -20.866197	       51.957843
       6528.1127	   2.2785884e+10	      0.14895643	     0.041531898	      -20.995098	       51.855612
       6530.6611	   2.1069055e+10	      0.15280269	     0.044754209	      -21.131229	       51.741804
       6533.2095	   1.9295207e+10	      0.15666324	     0.047608604	      -21.271225	       51.621808
       6535.7578	   1.7676059e+10	      0.15782263	     0.047895548	      -21.398188	       51.510500
       6538.3062	   1.6297063e+10	      0.16053693	     0.049305793	      -21.518183	       51.403838
       6540.8546	   1.5041338e+10	      0.16201407	     0.051257836	      -21.646209	       51.289814
       6543.4030	   1.3752826e+10	      0.16281140	     0.051487655	      -21.786206	       51.164817
       6545.9513	   1.2646936e+10	      0.16292989	     0.052464090	      -21.918173	       51.047180
       6548.4997	   1.1673966e+10	      0.16329518	     0.053816881	      -22.038167	       50.940517
       6551.0481	   1.0816758e+10	      0.16228586	     0.055252636	      -22.159675	       50.831837
       6553.5965	   1.0002433e+10	      0.16091201	     0.055035224	      -22.289672	       50.711841
       6556.1449	   9.1696657e+09	      0.15858860	     0.053991829	      -22.418158	       50.593860
       6558.6932	   8.4705503e+09	      0.15643541	     0.052648584	      -22.538169	       50.487183
