#
# Data product developed by Dr. E. Thiemann from the
# Laboratory for Atmospheric and Space Physics, Boulder, Colorado
# in the frame of the PROBA2 guest investigator program.
#
# Please address your questions to E. Thiemann (thiemann@lasp.colorado.edu) and
# to the LYRA Principal Investigator M. Dominique (marie.dominique@oma.be)
#
# PROBA2 data products are open to all.
# Users should however refer to the following paper: http://arxiv.org/abs/1708.08833
# and acknowledge the instrument according to the rules described
# at http://proba2.oma.be/data/termsOfUse in their papers and presentations
#
# Website reference http://proba2.oma.be/lyra/data/EarthAtmosphere/
#
# Description:
# Summed neutral N2 and O number density profiles, spanning altitudes between 150 and 400 km
# retrieved from LYRA data acquired during occultations by the unit 3 (backup unit) zirconium
# channel (bandpass: 1-2 nm + 6-20 nm).
#
# Radial distance is the distance from the center of Earth expressed in km to which the density corresponds.
# Density O-N2 provides the summed number density of neutral O and N2 in units of radial distance and cm^-3.
# The systematic error is a signed value (asymmetric) in fractional units and is primarily from the error made by
# assuming that the absorption cross-sections of O and N2 are equal; a secondary source of systematic error is 
# from using a single-scale height atmosphere in the reference atmosphere used by the retrieval algorithm.
# The random error is an unsigned value (to be applied symmetrically to the measurement) in fractional
# units and gathers the uncertainties from solar spectra, solar variability and measurement noise.
# Both uncertainties are described in http://arxiv.org/abs/1708.08833.
# The Longitude and Latitude (in degrees) columns refer to the tangential point along the
# line-of-sight, where most of the absorption occurs.
#
# Scale height =        50.389216 km
# Date (UTC) = 2016-01-20T10:32:42.521
# Date (julian) = 2457407.93938103
#
# Radial distance	Density O-N2	Systematic error	Random error	Longitude	Latitude
       6500.7384	   6.7115492e+10	     0.046154723	     0.032505870	       96.209798	       41.534445
       6503.0058	   6.1670962e+10	     0.055519161	     0.033189597	       96.296229	       41.392088
       6505.2732	   5.6442793e+10	     0.065148238	     0.033873323	       96.385169	       41.249731
       6507.5406	   5.1933805e+10	     0.075195162	     0.034557050	       96.476686	       41.107373
       6509.8080	   4.8045054e+10	     0.085723773	     0.035240776	       96.565525	       40.965015
       6512.0754	   4.4410134e+10	     0.096687405	     0.035924503	       96.651959	       40.822656
       6514.3428	   4.0975833e+10	      0.10807617	     0.036608229	       96.735544	       40.680298
       6516.6101	   3.7695111e+10	      0.11986306	     0.037291955	       96.816890	       40.537941
       6518.8775	   3.4518694e+10	      0.13199679	     0.037975682	       96.901251	       40.395584
       6521.1449	   3.1606629e+10	      0.14454429	     0.038659408	       96.987681	       40.253227
       6523.4123	   2.9153010e+10	      0.15358108	     0.039281307	       97.070930	       40.110868
       6525.6797	   2.6986985e+10	      0.15990586	     0.039704640	       97.152279	       39.968510
       6527.9471	   2.4741094e+10	      0.16605578	     0.041404088	       97.246476	       39.810507
       6530.2145	   2.2471511e+10	      0.17099218	     0.044129003	       97.347315	       39.644419
       6532.4819	   2.0313689e+10	      0.17484813	     0.047086769	       97.429183	       39.501430
       6534.7493	   1.8506696e+10	      0.17705264	     0.048154164	       97.510532	       39.359073
       6537.0167	   1.7038069e+10	      0.17796708	     0.048693094	       97.591877	       39.216717
       6539.2841	   1.5664767e+10	      0.17772867	     0.049987501	       97.673021	       39.074359
