#
# Data product developed by Dr. E. Thiemann from the
# Laboratory for Atmospheric and Space Physics, Boulder, Colorado
# in the frame of the PROBA2 guest investigator program.
#
# Please address your questions to E. Thiemann (thiemann@lasp.colorado.edu) and
# to the LYRA Principal Investigator M. Dominique (marie.dominique@oma.be)
#
# PROBA2 data products are open to all.
# Users should however refer to the following paper: http://arxiv.org/abs/1708.08833
# and acknowledge the instrument according to the rules described
# at http://proba2.oma.be/data/termsOfUse in their papers and presentations
#
# Website reference http://proba2.oma.be/lyra/data/EarthAtmosphere/
#
# Description:
# Summed neutral N2 and O number density profiles, spanning altitudes between 150 and 400 km
# retrieved from LYRA data acquired during occultations by the unit 3 (backup unit) zirconium
# channel (bandpass: 1-2 nm + 6-20 nm).
#
# Radial distance is the distance from the center of Earth expressed in km to which the density corresponds.
# Density O-N2 provides the summed number density of neutral O and N2 in units of radial distance and cm^-3.
# The systematic error is a signed value (asymmetric) in fractional units and is primarily from the error made by
# assuming that the absorption cross-sections of O and N2 are equal; a secondary source of systematic error is 
# from using a single-scale height atmosphere in the reference atmosphere used by the retrieval algorithm.
# The random error is an unsigned value (to be applied symmetrically to the measurement) in fractional
# units and gathers the uncertainties from solar spectra, solar variability and measurement noise.
# Both uncertainties are described in http://arxiv.org/abs/1708.08833.
# The Longitude and Latitude (in degrees) columns refer to the tangential point along the
# line-of-sight, where most of the absorption occurs.
#
# Scale height =        60.777421 km
# Date (UTC) = 2014-12-07T09:59:23.980
# Date (julian) = 2456998.91624977
#
# Radial distance	Density O-N2	Systematic error	Random error	Longitude	Latitude
       6510.2590	   4.8383309e+10	     0.092807432	     0.035376796	       106.53777	       26.715193
       6512.7145	   4.4348432e+10	      0.10428209	     0.036117227	       106.59076	       26.596889
       6515.1699	   4.0855527e+10	      0.11606163	     0.036857657	       106.64642	       26.481271
       6517.6254	   3.7588541e+10	      0.12807622	     0.037598088	       106.70217	       26.364928
       6520.0808	   3.4264815e+10	      0.14018856	     0.038338518	       106.75998	       26.230037
       6522.5362	   3.0973601e+10	      0.15092799	     0.039057669	       106.81779	       26.095146
       6524.9917	   2.7907126e+10	      0.15712454	     0.039779254	       106.87354	       25.978792
       6527.4471	   2.5364722e+10	      0.16095990	     0.041041072	       106.92921	       25.863173
       6529.9025	   2.3248234e+10	      0.16463979	     0.043673450	       106.98220	       25.744861
       6532.3580	   2.1373342e+10	      0.16712818	     0.046983243	       107.03359	       25.624945
       6534.8134	   1.9661645e+10	      0.16822591	     0.048172101	       107.08499	       25.506282
       6537.2689	   1.8143023e+10	      0.16836028	     0.048811978	       107.13637	       25.390664
       6539.7243	   1.6719495e+10	      0.16869479	     0.050520360	       107.18776	       25.275045
       6542.1797	   1.5260758e+10	      0.16753155	     0.051070472	       107.24529	       25.140995
       6544.6352	   1.3870657e+10	      0.16682347	     0.052159604	       107.30310	       25.006103
       6547.0906	   1.2594038e+10	      0.16604649	     0.053321818	       107.35525	       24.888184
       6549.5460	   1.1522581e+10	      0.16496326	     0.054522735	       107.40664	       24.772565
       6552.0015	   1.0656863e+10	      0.16396740	     0.055586395	       107.45803	       24.656938
       6554.4569	   9.8704875e+09	      0.16177526	     0.054841968	       107.50942	       24.541305
       6556.9123	   9.1639829e+09	      0.15955734	     0.053878993	       107.56081	       24.424773
       6559.3678	   8.5233864e+09	      0.15667523	     0.052345669	       107.61220	       24.304872
