#
# Data product developed by Dr. E. Thiemann from the
# Laboratory for Atmospheric and Space Physics, Boulder, Colorado
# in the frame of the PROBA2 guest investigator program.
#
# Please address your questions to E. Thiemann (thiemann@lasp.colorado.edu) and
# to the LYRA Principal Investigator M. Dominique (marie.dominique@oma.be)
#
# PROBA2 data products are open to all.
# Users should however refer to the following paper: http://arxiv.org/abs/1708.08833
# and acknowledge the instrument according to the rules described
# at http://proba2.oma.be/data/termsOfUse in their papers and presentations
#
# Website reference http://proba2.oma.be/lyra/data/EarthAtmosphere/
#
# Description:
# Summed neutral N2 and O number density profiles, spanning altitudes between 150 and 400 km
# retrieved from LYRA data acquired during occultations by the unit 3 (backup unit) zirconium
# channel (bandpass: 1-2 nm + 6-20 nm).
#
# Radial distance is the distance from the center of Earth expressed in km to which the density corresponds.
# Density O-N2 provides the summed number density of neutral O and N2 in units of radial distance and cm^-3.
# The systematic error is a signed value (asymmetric) in fractional units and is primarily from the error made by
# assuming that the absorption cross-sections of O and N2 are equal; a secondary source of systematic error is 
# from using a single-scale height atmosphere in the reference atmosphere used by the retrieval algorithm.
# The random error is an unsigned value (to be applied symmetrically to the measurement) in fractional
# units and gathers the uncertainties from solar spectra, solar variability and measurement noise.
# Both uncertainties are described in http://arxiv.org/abs/1708.08833.
# The Longitude and Latitude (in degrees) columns refer to the tangential point along the
# line-of-sight, where most of the absorption occurs.
#
# Scale height =        52.624475 km
# Date (UTC) = 2013-01-06T10:41:41.659
# Date (julian) = 2456298.94562105
#
# Radial distance	Density O-N2	Systematic error	Random error	Longitude	Latitude
       6493.0970	   7.2904314e+10	     0.024323421	     0.030201634	       92.369518	       38.657419
       6495.3551	   6.5579128e+10	     0.031048895	     0.030882540	       92.446525	       38.536110
       6497.6131	   5.9240427e+10	     0.037637293	     0.031563445	       92.521838	       38.416493
       6499.8711	   5.3695541e+10	     0.044243526	     0.032244351	       92.597151	       38.296877
       6502.1292	   4.8953953e+10	     0.051046938	     0.032925256	       92.672464	       38.177261
       6504.3872	   4.4938727e+10	     0.058242880	     0.033606162	       92.747777	       38.057644
       6506.6453	   4.1325639e+10	     0.066011455	     0.034287067	       92.823094	       37.938028
       6508.9033	   3.7807122e+10	     0.074404039	     0.034967973	       92.898411	       37.818411
       6511.1613	   3.4392427e+10	     0.083492919	     0.035648879	       92.973724	       37.698795
       6513.4194	   3.1210724e+10	     0.093410409	     0.036329784	       93.049037	       37.579178
       6515.6774	   2.8545035e+10	      0.10443581	     0.037010690	       93.117108	       37.467381
       6517.9354	   2.6442082e+10	      0.11681162	     0.037691595	       93.180121	       37.361043
       6520.1935	   2.4736226e+10	      0.13048114	     0.038372501	       93.243747	       37.254043
       6522.4515	   2.3119845e+10	      0.14389044	     0.039035487	       93.319064	       37.134429
       6524.7096	   2.1421513e+10	      0.15332650	     0.039679035	       93.394380	       37.014814
       6526.9676	   1.9718397e+10	      0.16176571	     0.040682500	       93.466182	       36.895198
       6529.2256	   1.8148496e+10	      0.16857700	     0.042595204	       93.537064	       36.775581
       6531.4837	   1.6713600e+10	      0.17500815	     0.045932674	       93.607948	       36.655965
       6533.7417	   1.5421638e+10	      0.17913856	     0.047834793	       93.678833	       36.536349
       6535.9998	   1.4220710e+10	      0.17925997	     0.047790609	       93.749717	       36.416732
       6538.2578	   1.3105019e+10	      0.17993228	     0.049282212	       93.820599	       36.297116
       6540.5158	   1.2065559e+10	      0.17843875	     0.051097793	       93.891481	       36.177500
       6542.7739	   1.1085627e+10	      0.17586678	     0.051296041	       93.962367	       36.057883
       6545.0319	   1.0168009e+10	      0.17401747	     0.052455853	       94.033252	       35.938267
       6547.2899	   9.3806033e+09	      0.17164951	     0.053397625	       94.095111	       35.828802
       6549.5480	   8.7443513e+09	      0.16949127	     0.054524719	       94.154178	       35.722478
       6551.8060	   8.1965142e+09	      0.16763974	     0.055518677	       94.215897	       35.613169
       6554.0641	   7.6923355e+09	      0.16503637	     0.054833725	       94.286793	       35.493534
       6556.3221	   7.1724197e+09	      0.16273971	     0.053965771	       94.357689	       35.373900
       6558.5801	   6.6590236e+09	      0.16028816	     0.052744956	       94.424288	       35.258569
       6560.8382	   6.1961750e+09	      0.15719148	     0.051518586	       94.490742	       35.143384
       6563.0962	   5.7722980e+09	      0.15449946	     0.049817069	       94.557196	       35.025052
       6565.3543	   5.3868188e+09	      0.15175333	     0.047916138	       94.623650	       34.905435
       6567.6123	   5.0300896e+09	      0.14938612	     0.046099479	       94.690103	       34.785819
       6569.8703	   4.6850639e+09	      0.14729813	     0.044909069	       94.756554	       34.666203
       6572.1284	   4.3693664e+09	      0.14493116	     0.044156642	       94.821560	       34.549188
       6574.3864	   4.1202689e+09	      0.14175587	     0.042669415	       94.880629	       34.442864
       6576.6444	   3.9202045e+09	      0.13847653	     0.040629623	       94.939699	       34.336540
       6578.9025	   3.7426567e+09	      0.13442635	     0.037224487	       95.003615	       34.221492
