#
# Data product developed by Dr. E. Thiemann from the
# Laboratory for Atmospheric and Space Physics, Boulder, Colorado
# in the frame of the PROBA2 guest investigator program.
#
# Please address your questions to E. Thiemann (thiemann@lasp.colorado.edu) and
# to the LYRA Principal Investigator M. Dominique (marie.dominique@oma.be)
#
# PROBA2 data products are open to all.
# Users should however refer to the following paper: http://arxiv.org/abs/1708.08833
# and acknowledge the instrument according to the rules described
# at http://proba2.oma.be/data/termsOfUse in their papers and presentations
#
# Website reference http://proba2.oma.be/lyra/data/EarthAtmosphere/
#
# Description:
# Summed neutral N2 and O number density profiles, spanning altitudes between 150 and 400 km
# retrieved from LYRA data acquired during occultations by the unit 3 (backup unit) zirconium
# channel (bandpass: 1-2 nm + 6-20 nm).
#
# Radial distance is the distance from the center of Earth expressed in km to which the density corresponds.
# Density O-N2 provides the summed number density of neutral O and N2 in units of radial distance and cm^-3.
# The systematic error is a signed value (asymmetric) in fractional units and is primarily from the error made by
# assuming that the absorption cross-sections of O and N2 are equal; a secondary source of systematic error is 
# from using a single-scale height atmosphere in the reference atmosphere used by the retrieval algorithm.
# The random error is an unsigned value (to be applied symmetrically to the measurement) in fractional
# units and gathers the uncertainties from solar spectra, solar variability and measurement noise.
# Both uncertainties are described in http://arxiv.org/abs/1708.08833.
# The Longitude and Latitude (in degrees) columns refer to the tangential point along the
# line-of-sight, where most of the absorption occurs.
#
# Scale height =        44.799099 km
# Date (UTC) = 2017-01-05T10:47:43.253
# Date (julian) = 2457758.94980617
#
# Radial distance	Density O-N2	Systematic error	Random error	Longitude	Latitude
       6520.4274	   3.7814211e+10	      0.15846891	     0.038443042	       94.748454	       32.193087
       6522.6360	   3.3816056e+10	      0.16764407	     0.039083789	       94.802377	       32.085242
       6524.8445	   3.0588243e+10	      0.17307184	     0.039726987	       94.856299	       31.977397
       6527.0531	   2.7803940e+10	      0.17675195	     0.040755021	       94.914000	       31.864423
       6529.2617	   2.5017389e+10	      0.17875355	     0.042652588	       94.974664	       31.747427
       6531.4702	   2.2468133e+10	      0.18070468	     0.045913094	       95.033625	       31.633717
       6533.6788	   2.0251848e+10	      0.18171246	     0.047808050	       95.087551	       31.529723
       6535.8873	   1.8442503e+10	      0.18041671	     0.047839370	       95.141476	       31.425729
       6538.0959	   1.6811330e+10	      0.18066563	     0.049203383	       95.199825	       31.310356
       6540.3045	   1.5172810e+10	      0.17976452	     0.050997941	       95.260489	       31.189028
       6542.5130	   1.3676264e+10	      0.17739082	     0.051197013	       95.318805	       31.073739
       6544.7216	   1.2447791e+10	      0.17549664	     0.052229717	       95.372735	       30.969731
       6546.9302	   1.1473670e+10	      0.17315479	     0.053229892	       95.426665	       30.865723
       6549.1387	   1.0612010e+10	      0.17021782	     0.054107641	       95.485663	       30.751940
       6551.3473	   9.7482270e+09	      0.16773711	     0.055357650	       95.546327	       30.634944
       6553.5558	   8.9137259e+09	      0.16475164	     0.055055655	       95.602278	       30.523733
       6555.7644	   8.2052917e+09	      0.16096842	     0.054211087	       95.652348	       30.419739
       6557.9730	   7.5942106e+09	      0.15699872	     0.053256253	       95.702418	       30.315744
       6560.1815	   7.0089646e+09	      0.15238332	     0.052110644	       95.761478	       30.200718
       6562.3901	   6.4238890e+09	      0.14793841	     0.050508725	       95.822142	       30.083724
       6564.5986	   5.8913766e+09	      0.14425745	     0.048500292	       95.877078	       29.971677
       6566.8072	   5.4674409e+09	      0.14160178	     0.046726250	       95.927152	       29.863831
       6569.0158	   5.1132245e+09	      0.13903913	     0.044853451	       95.977225	       29.755984
       6571.2243	   4.7801136e+09	      0.13718878	     0.044442007	       96.037301	       29.639497
       6573.4329	   4.4280223e+09	      0.13490676	     0.043310098	       96.097965	       29.522501
       6575.6415	   4.0643551e+09	      0.13251610	     0.041731130	       96.155875	       29.405495
       6577.8500	   3.7305303e+09	      0.13001983	     0.038885208	       96.212213	       29.288482
       6580.0586	   3.4354723e+09	      0.12740616	     0.036466622	       96.266487	       29.175756
       6582.2671	   3.2016611e+09	      0.12480917	     0.035221100	       96.316557	       29.071762
       6584.4757	   3.0065054e+09	      0.12224470	     0.034256381	       96.366627	       28.967769
       6586.6843	   2.8241297e+09	      0.11976109	     0.033162451	       96.421288	       28.854245
       6588.8928	   2.6364404e+09	      0.11741033	     0.033081770	       96.477622	       28.737250
       6591.1014	   2.4482788e+09	      0.11451016	     0.029087513	       96.531292	       28.625782
       6593.3099	   2.2865177e+09	      0.11184140	     0.026814068	       96.581362	       28.521788
       6595.5185	   2.1477438e+09	      0.10857309	     0.025677341	       96.631432	       28.417794
       6597.7271	   2.0193056e+09	      0.10569732	     0.025493293	       96.683101	       28.303023
       6599.9356	   1.8853214e+09	      0.10415047	     0.024986003	       96.735100	       28.186027
       6602.1442	   1.7516728e+09	      0.10298809	     0.027393588	       96.786098	       28.075800
       6604.3528	   1.6441614e+09	      0.10096569	     0.026280728	       96.836174	       27.971793
       6606.5613	   1.5587624e+09	     0.099433288	     0.026495304	       96.886251	       27.867786
       6608.7699	   1.4709068e+09	     0.095922176	     0.023712016	       96.942113	       27.751762
       6610.9784	   1.3740333e+09	     0.092545482	     0.024937851	       96.998443	       27.634767
       6613.1870	   1.2783047e+09	     0.091590259	     0.023642200	       97.048531	       27.525798
       6615.3956	   1.2044586e+09	     0.090503822	     0.023263702	       97.094752	       27.421804
       6617.6041	   1.1471894e+09	     0.089790130	     0.023639543	       97.141095	       27.317536
       6619.8127	   1.0868242e+09	     0.089463196	     0.024722001	       97.193094	       27.200540
       6622.0212	   1.0205151e+09	     0.088644515	     0.024752339	       97.245093	       27.083545
       6624.2298	   9.5358018e+08	     0.087194501	     0.024985322	       97.300181	       26.966550
       6626.4384	   8.9209195e+08	     0.086120045	     0.026032387	       97.356511	       26.849555
       6628.6469	   8.3863543e+08	     0.084996083	     0.025965753	       97.408741	       26.739394
       6630.8555	   7.9501698e+08	     0.083575148	     0.025930410	       97.454962	       26.639251
       6633.0640	   7.5664892e+08	     0.082421317	     0.026163435	       97.501183	       26.539109
       6635.2726	   7.2658592e+08	     0.080996767	     0.026440670	       97.552076	       26.425330
       6637.4812	   6.9149066e+08	     0.079759058	     0.025925749	       97.604072	       26.308334
       6639.6897	   6.4928213e+08	     0.079457851	     0.025381549	       97.656073	       26.191330
       6641.8983	   6.0545899e+08	     0.079914566	     0.025151351	       97.708081	       26.074316
