#
# Data product developed by Dr. E. Thiemann from the
# Laboratory for Atmospheric and Space Physics, Boulder, Colorado
# in the frame of the PROBA2 guest investigator program.
#
# Please address your questions to E. Thiemann (thiemann@lasp.colorado.edu) and
# to the LYRA Principal Investigator M. Dominique (marie.dominique@oma.be)
#
# PROBA2 data products are open to all.
# Users should however refer to the following paper: http://arxiv.org/abs/1708.08833
# and acknowledge the instrument according to the rules described
# at http://proba2.oma.be/data/termsOfUse in their papers and presentations
#
# Website reference http://proba2.oma.be/lyra/data/EarthAtmosphere/
#
# Description:
# Summed neutral N2 and O number density profiles, spanning altitudes between 150 and 400 km
# retrieved from LYRA data acquired during occultations by the unit 3 (backup unit) zirconium
# channel (bandpass: 1-2 nm + 6-20 nm).
#
# Radial distance is the distance from the center of Earth expressed in km to which the density corresponds.
# Density O-N2 provides the summed number density of neutral O and N2 in units of radial distance and cm^-3.
# The systematic error is a signed value (asymmetric) in fractional units and is primarily from the error made by
# assuming that the absorption cross-sections of O and N2 are equal; a secondary source of systematic error is 
# from using a single-scale height atmosphere in the reference atmosphere used by the retrieval algorithm.
# The random error is an unsigned value (to be applied symmetrically to the measurement) in fractional
# units and gathers the uncertainties from solar spectra, solar variability and measurement noise.
# Both uncertainties are described in http://arxiv.org/abs/1708.08833.
# The Longitude and Latitude (in degrees) columns refer to the tangential point along the
# line-of-sight, where most of the absorption occurs.
#
# Scale height =        54.870568 km
# Date (UTC) = 2013-12-03T09:49:18.171
# Date (julian) = 2456629.90923808
#
# Radial distance	Density O-N2	Systematic error	Random error	Longitude	Latitude
       6498.9095	   6.9744341e+10	     0.040627480	     0.031954369	       107.75888	       28.891649
       6501.1694	   6.4325966e+10	     0.048929963	     0.032635844	       107.81012	       28.781280
       6503.4293	   5.9380024e+10	     0.057509792	     0.033317318	       107.86653	       28.659787
       6505.6893	   5.4281077e+10	     0.066330764	     0.033998792	       107.92417	       28.535636
       6507.9492	   4.9640308e+10	     0.075531849	     0.034680266	       107.97827	       28.419100
       6510.2091	   4.5643362e+10	     0.085255505	     0.035361741	       108.02951	       28.308747
       6512.4690	   4.2161266e+10	     0.095557098	     0.036043215	       108.08084	       28.198252
       6514.7290	   3.8768155e+10	      0.10631860	     0.036724689	       108.13848	       28.078541
       6516.9889	   3.5379329e+10	      0.11747712	     0.037406164	       108.19612	       27.958824
       6519.2488	   3.2246216e+10	      0.12914950	     0.038087638	       108.24591	       27.846216
       6521.5087	   2.9639421e+10	      0.14150226	     0.038769112	       108.29320	       27.735862
       6523.7687	   2.7357576e+10	      0.14930476	     0.039369624	       108.34279	       27.622446
       6526.0286	   2.5023364e+10	      0.15480655	     0.039698057	       108.40043	       27.498297
       6528.2885	   2.2731232e+10	      0.16106907	     0.041671360	       108.45807	       27.374147
       6530.5484	   2.0697109e+10	      0.16575068	     0.044596498	       108.50572	       27.267128
       6532.8084	   1.9016511e+10	      0.17029674	     0.047359493	       108.55302	       27.160701
       6535.0683	   1.7537730e+10	      0.17290728	     0.048194674	       108.60477	       27.046660
       6537.3282	   1.6065918e+10	      0.17407313	     0.048839963	       108.66241	       26.922510
       6539.5881	   1.4640636e+10	      0.17456103	     0.050355551	       108.71824	       26.800764
       6541.8481	   1.3384320e+10	      0.17309567	     0.051051511	       108.76554	       26.690411
       6544.1080	   1.2343666e+10	      0.17091613	     0.051731947	       108.81283	       26.580057
       6546.3679	   1.1470873e+10	      0.16869872	     0.052767256	       108.86013	       26.472214
       6548.6278	   1.0717723e+10	      0.16682886	     0.053855139	       108.90742	       26.365802
       6550.8878	   1.0013496e+10	      0.16497349	     0.055207647	       108.95530	       26.257620
       6553.1477	   9.3019705e+09	      0.16355404	     0.055260829	       109.00851	       26.133470
       6555.4076	   8.6023019e+09	      0.16158559	     0.054510877	       109.06172	       26.009319
       6557.6675	   7.9471742e+09	      0.15963382	     0.053447696	       109.10994	       25.900134
       6559.9275	   7.4172399e+09	      0.15740824	     0.052282497	       109.15724	       25.793707
       6562.1874	   6.9563510e+09	      0.15477991	     0.050701602	       109.20636	       25.681832
       6564.4473	   6.4903394e+09	      0.15226602	     0.048568878	       109.25956	       25.557682
       6566.7072	   6.0412865e+09	      0.15047374	     0.046782806	       109.31246	       25.434457
       6568.9672	   5.6399569e+09	      0.14871174	     0.044882616	       109.35976	       25.328044
       6571.2271	   5.3170395e+09	      0.14746451	     0.044441255	       109.40705	       25.221631
       6573.4870	   5.0296864e+09	      0.14559455	     0.043266672	       109.45739	       25.106087
       6575.7469	   4.7338251e+09	      0.14345873	     0.041625302	       109.51060	       24.981937
       6578.0069	   4.4464592e+09	      0.14116246	     0.038638790	       109.56227	       24.862389
       6580.2668	   4.1968237e+09	      0.13856787	     0.036274210	       109.60957	       24.755977
       6582.5267	   3.9845364e+09	      0.13612063	     0.035150464	       109.65686	       24.649565
       6584.7866	   3.7852572e+09	      0.13364453	     0.034087005	       109.70522	       24.530343
