#
# Data product developed by Dr. E. Thiemann from the
# Laboratory for Atmospheric and Space Physics, Boulder, Colorado
# in the frame of the PROBA2 guest investigator program.
#
# Please address your questions to E. Thiemann (thiemann@lasp.colorado.edu) and
# to the LYRA Principal Investigator M. Dominique (marie.dominique@oma.be)
#
# PROBA2 data products are open to all.
# Users should however refer to the following paper: http://arxiv.org/abs/1708.08833
# and acknowledge the instrument according to the rules described
# at http://proba2.oma.be/data/termsOfUse in their papers and presentations
#
# Website reference http://proba2.oma.be/lyra/data/EarthAtmosphere/
#
# Description:
# Summed neutral N2 and O number density profiles, spanning altitudes between 150 and 400 km
# retrieved from LYRA data acquired during occultations by the unit 3 (backup unit) zirconium
# channel (bandpass: 1-2 nm + 6-20 nm).
#
# Radial distance is the distance from the center of Earth expressed in km to which the density corresponds.
# Density O-N2 provides the summed number density of neutral O and N2 in units of radial distance and cm^-3.
# The systematic error is a signed value (asymmetric) in fractional units and is primarily from the error made by
# assuming that the absorption cross-sections of O and N2 are equal; a secondary source of systematic error is 
# from using a single-scale height atmosphere in the reference atmosphere used by the retrieval algorithm.
# The random error is an unsigned value (to be applied symmetrically to the measurement) in fractional
# units and gathers the uncertainties from solar spectra, solar variability and measurement noise.
# Both uncertainties are described in http://arxiv.org/abs/1708.08833.
# The Longitude and Latitude (in degrees) columns refer to the tangential point along the
# line-of-sight, where most of the absorption occurs.
#
# Scale height =        40.419196 km
# Date (UTC) = 2013-01-15T09:14:08.393
# Date (julian) = 2456307.88481937
#
# Radial distance	Density O-N2	Systematic error	Random error	Longitude	Latitude
       6475.4197	   9.3963138e+10	     0.040274692	     0.024871081	      -17.565939	       51.739341
       6477.1787	   7.3991177e+10	     0.051224776	     0.025401497	      -17.674005	       51.638366
       6478.9376	   6.9080290e+10	     0.053750654	     0.025931913	      -17.780498	       51.535816
       6480.6966	   7.0703801e+10	     0.051384378	     0.026462328	      -17.886990	       51.433267
       6482.4556	   7.8528904e+10	     0.045751051	     0.026992744	      -17.993483	       51.330719
       6484.2146	   8.5273797e+10	     0.041842083	     0.027523160	      -18.099976	       51.228171
       6485.9736	   8.4309442e+10	     0.041157356	     0.028053576	      -18.204378	       51.125622
       6487.7325	   8.0187930e+10	     0.041586124	     0.028583992	      -18.306927	       51.023072
       6489.4915	   7.2841715e+10	     0.042980848	     0.029114407	      -18.409492	       50.920522
       6491.2505	   6.4833533e+10	     0.044590125	     0.029644823	      -18.515949	       50.817974
       6493.0095	   5.9911365e+10	     0.045248199	     0.030175239	      -18.622442	       50.715426
       6494.7685	   5.7787936e+10	     0.045175565	     0.030705655	      -18.719646	       50.618769
       6496.5274	   5.6313915e+10	     0.044674305	     0.031236070	      -18.805923	       50.529041
       6498.2864	   5.3851975e+10	     0.043673109	     0.031766486	      -18.892200	       50.439314
       6500.0454	   5.0050932e+10	     0.042177578	     0.032296902	      -18.987620	       50.342382
       6501.8044	   4.6628172e+10	     0.041595532	     0.032827318	      -19.090169	       50.239832
       6503.5634	   4.3673997e+10	     0.044628032	     0.033357733	      -19.192613	       50.137283
       6505.3223	   4.0777463e+10	     0.053917179	     0.033888149	      -19.291218	       50.034734
       6507.0813	   3.7936723e+10	     0.067823733	     0.034418565	      -19.389822	       49.932186
       6508.8403	   3.5449969e+10	     0.082920553	     0.034948981	      -19.488427	       49.829637
       6510.5993	   3.3449036e+10	     0.096024399	     0.035479397	      -19.587031	       49.727088
       6512.3583	   3.1859891e+10	      0.10586444	     0.036009812	      -19.685636	       49.624538
       6514.1172	   2.9994976e+10	      0.11474431	     0.036540228	      -19.784240	       49.521990
       6515.8762	   2.7829609e+10	      0.12353850	     0.037070644	      -19.882845	       49.419442
       6517.6352	   2.5887195e+10	      0.13246641	     0.037601060	      -19.974817	       49.322283
       6519.3942	   2.4322532e+10	      0.14164220	     0.038131475	      -20.057643	       49.232553
       6521.1532	   2.3073889e+10	      0.15105555	     0.038661891	      -20.140469	       49.142824
       6522.9121	   2.2084980e+10	      0.15816582	     0.039156108	      -20.229481	       49.046394
       6524.6711	   2.0877229e+10	      0.16316925	     0.039665382	      -20.324141	       48.943846
       6526.4301	   1.9629040e+10	      0.16623577	     0.040119005	      -20.418798	       48.841298
       6528.1891	   1.8423419e+10	      0.16981159	     0.041592488	      -20.509568	       48.738750
       6529.9481	   1.7273775e+10	      0.17322983	     0.043745974	      -20.600284	       48.636202
       6531.7070	   1.6234605e+10	      0.17500561	     0.046257797	      -20.692783	       48.533653
       6533.4660	   1.5177931e+10	      0.17636333	     0.047717635	      -20.787443	       48.431103
       6535.2250	   1.4218964e+10	      0.17707478	     0.048126689	      -20.882103	       48.328554
       6536.9840	   1.3365624e+10	      0.17729942	     0.048670901	      -20.962754	       48.237757
       6538.7430	   1.2710581e+10	      0.17686408	     0.049518468	      -21.042129	       48.148029
       6540.5019	   1.2162855e+10	      0.17676325	     0.051091236	      -21.121645	       48.058059
       6542.2609	   1.1585444e+10	      0.17540364	     0.051101301	      -21.208417	       47.955509
       6544.0199	   1.0975655e+10	      0.17365458	     0.051660498	      -21.295189	       47.852959
       6545.7789	   1.0317435e+10	      0.17203663	     0.052462545	      -21.383868	       47.750410
       6547.5379	   9.6792356e+09	      0.17096075	     0.053491906	      -21.474584	       47.647862
       6549.2968	   9.0965362e+09	      0.16906440	     0.054268793	      -21.565300	       47.545314
       6551.0558	   8.5861224e+09	      0.16736444	     0.055255348	      -21.641990	       47.451649
       6552.8148	   8.1734028e+09	      0.16636201	     0.055381680	      -21.717915	       47.358469
       6554.5738	   7.8523450e+09	      0.16450055	     0.054844421	      -21.794388	       47.264816
       6556.3328	   7.5309982e+09	      0.16237744	     0.053964202	      -21.881159	       47.162267
       6558.0917	   7.1854711e+09	      0.16072156	     0.053161123	      -21.967931	       47.059717
       6559.8507	   6.8006040e+09	      0.15873311	     0.052291158	      -22.052671	       46.957168
       6561.6097	   6.3946569e+09	      0.15629096	     0.051072230	      -22.135498	       46.854620
       6563.3687	   6.0117505e+09	      0.15411203	     0.049501878	      -22.218325	       46.752072
       6565.1277	   5.6817860e+09	      0.15240922	     0.048173427	      -22.294389	       46.662085
       6566.8866	   5.4443569e+09	      0.15039387	     0.046681309	      -22.370314	       46.572358
       6568.6456	   5.2511019e+09	      0.14835797	     0.045178175	      -22.446806	       46.481252
       6570.4046	   5.0227255e+09	      0.14698684	     0.044749906	      -22.529633	       46.374759
       6572.1636	   4.7651152e+09	      0.14532175	     0.044136472	      -22.612460	       46.268266
       6573.9226	   4.5043952e+09	      0.14296879	     0.042917142	      -22.689626	       46.170939
       6575.6815	   4.2989770e+09	      0.14090231	     0.041690899	      -22.762100	       46.081210
       6577.4405	   4.1421562e+09	      0.13842890	     0.039528407	      -22.834573	       45.991481
       6579.1995	   3.9890558e+09	      0.13534567	     0.036960818	      -22.911207	       45.893431
       6580.9585	   3.8231173e+09	      0.13265146	     0.035634970	      -22.990090	       45.790883
       6582.7175	   3.6421167e+09	      0.13046741	     0.035098551	      -23.069422	       45.688335
       6584.4765	   3.4523098e+09	      0.12793897	     0.034255971	      -23.152250	       45.585785
       6586.2354	   3.2683930e+09	      0.12559544	     0.033168253	      -23.235078	       45.483236
       6587.9944	   3.0960139e+09	      0.12410971	     0.033378693	      -23.309921	       45.386105
       6589.7534	   2.9594800e+09	      0.12222340	     0.031551320	      -23.378943	       45.292926
       6591.5124	   2.8468614e+09	      0.11998289	     0.028623760	      -23.447964	       45.199746
       6593.2714	   2.7376869e+09	      0.11810882	     0.026849947	      -23.523699	       45.100189
       6595.0303	   2.6141251e+09	      0.11612815	     0.025626716	      -23.602583	       44.997641
       6596.7893	   2.4786874e+09	      0.11390673	     0.025723685	      -23.679532	       44.896957
       6598.5483	   2.3644171e+09	      0.11226692	     0.025145392	      -23.745103	       44.807229
       6600.3073	   2.2725597e+09	      0.11182215	     0.025621566	      -23.810674	       44.717501
       6602.0663	   2.1940467e+09	      0.11103707	     0.027460098	      -23.879543	       44.624597
       6603.8252	   2.0988349e+09	      0.10952791	     0.026174740	      -23.958426	       44.522047
       6605.5842	   1.9994615e+09	      0.10910796	     0.027155149	      -24.037309	       44.419498
       6607.3432	   1.9043352e+09	      0.10752929	     0.025029323	      -24.106709	       44.323623
       6609.1022	   1.8264445e+09	      0.10464789	     0.023736281	      -24.172280	       44.230443
       6610.8612	   1.7678158e+09	      0.10181513	     0.024825789	      -24.237851	       44.137263
       6612.6201	   1.7016522e+09	      0.10040446	     0.023857414	      -24.311055	       44.036451
       6614.3791	   1.6356503e+09	     0.099081017	     0.023679300	      -24.385994	       43.933903
       6616.1381	   1.5605237e+09	     0.097415976	     0.023303972	      -24.460934	       43.831355
