#
# Data product developed by Dr. E. Thiemann from the
# Laboratory for Atmospheric and Space Physics, Boulder, Colorado
# in the frame of the PROBA2 guest investigator program.
#
# Please address your questions to E. Thiemann (thiemann@lasp.colorado.edu) and
# to the LYRA Principal Investigator M. Dominique (marie.dominique@oma.be)
#
# PROBA2 data products are open to all.
# Users should however refer to the following paper: http://arxiv.org/abs/1708.08833
# and acknowledge the instrument according to the rules described
# at http://proba2.oma.be/data/termsOfUse in their papers and presentations
#
# Website reference http://proba2.oma.be/lyra/data/EarthAtmosphere/
#
# Description:
# Summed neutral N2 and O number density profiles, spanning altitudes between 150 and 400 km
# retrieved from LYRA data acquired during occultations by the unit 3 (backup unit) zirconium
# channel (bandpass: 1-2 nm + 6-20 nm).
#
# Radial distance is the distance from the center of Earth expressed in km to which the density corresponds.
# Density O-N2 provides the summed number density of neutral O and N2 in units of radial distance and cm^-3.
# The systematic error is a signed value (asymmetric) in fractional units and is primarily from the error made by
# assuming that the absorption cross-sections of O and N2 are equal; a secondary source of systematic error is 
# from using a single-scale height atmosphere in the reference atmosphere used by the retrieval algorithm.
# The random error is an unsigned value (to be applied symmetrically to the measurement) in fractional
# units and gathers the uncertainties from solar spectra, solar variability and measurement noise.
# Both uncertainties are described in http://arxiv.org/abs/1708.08833.
# The Longitude and Latitude (in degrees) columns refer to the tangential point along the
# line-of-sight, where most of the absorption occurs.
#
# Scale height =        51.357175 km
# Date (UTC) = 2011-11-19T09:49:40.711
# Date (julian) = 2455884.90949897
#
# Radial distance	Density O-N2	Systematic error	Random error	Longitude	Latitude
       6497.0540	   2.6254897e+11	     0.044608792	     0.031394848	      -22.731344	       60.806169
       6499.2633	   2.2503790e+11	     0.052191023	     0.032061067	      -22.939412	       60.692225
       6501.4727	   1.9028938e+11	     0.059546808	     0.032727286	      -23.175400	       60.558342
       6503.6820	   1.5935051e+11	     0.066680920	     0.033393504	      -23.415189	       60.421479
       6505.8913	   1.3264751e+11	     0.073632282	     0.034059723	      -23.618304	       60.307537
       6508.1007	   1.1224488e+11	     0.080534571	     0.034725941	      -23.821141	       60.193316
       6510.3100	   9.7602148e+10	     0.087682753	     0.035392160	      -24.019301	       60.074419
       6512.5193	   8.5286583e+10	     0.095232087	     0.036058378	      -24.217275	       59.955708
       6514.7287	   7.5539049e+10	      0.10349157	     0.036724597	      -24.410482	       59.841766
       6516.9380	   6.7004678e+10	      0.11251676	     0.037390816	      -24.604304	       59.727351
       6519.1473	   5.9004075e+10	      0.12224204	     0.038057034	      -24.829718	       59.588636
       6521.3567	   5.1911636e+10	      0.13278209	     0.038723253	      -25.044395	       59.455647
       6523.5660	   4.5724738e+10	      0.13973369	     0.039319392	      -25.232648	       59.336750
       6525.7753	   4.0963117e+10	      0.14524346	     0.039693729	      -25.420901	       59.217853
       6527.9847	   3.7222770e+10	      0.15194169	     0.041431345	      -25.609153	       59.098955
       6530.1940	   3.3983787e+10	      0.15812082	     0.044100280	      -25.796157	       58.980059
       6532.4033	   3.1076990e+10	      0.16371406	     0.047021126	      -25.979457	       58.861163
       6534.6127	   2.8569227e+10	      0.16792462	     0.048115941	      -26.161600	       58.742267
       6536.8220	   2.6381485e+10	      0.17034472	     0.048525957	      -26.339944	       58.623370
       6539.0313	   2.4312729e+10	      0.17111765	     0.049681545	      -26.524662	       58.500224
       6541.2407	   2.2230254e+10	      0.17024211	     0.051248485	      -26.732696	       58.361536
       6543.4500	   2.0221195e+10	      0.16819736	     0.051499995	      -26.923956	       58.232431
       6545.6593	   1.8407982e+10	      0.16619966	     0.052461474	      -27.097346	       58.113534
       6547.8687	   1.6918270e+10	      0.16492183	     0.053617699	      -27.270737	       57.994638
       6550.0780	   1.5667367e+10	      0.16378718	     0.055004887	      -27.444127	       57.875743
       6552.2873	   1.4524536e+10	      0.16236583	     0.055514447	      -27.615303	       57.754632
       6554.4967	   1.3489823e+10	      0.16067969	     0.054842802	      -27.783739	       57.630781
       6556.7060	   1.2548439e+10	      0.15910765	     0.053909332	      -27.950052	       57.509053
       6558.9153	   1.1684156e+10	      0.15709667	     0.052459337	      -28.113535	       57.390156
       6561.1247	   1.0885370e+10	      0.15498351	     0.051311253	      -28.277018	       57.269228
       6563.3340	   1.0170324e+10	      0.15317156	     0.049542018	      -28.440501	       57.145378
       6565.5433	   9.5138210e+09	      0.15138844	     0.047701447	      -28.603985	       57.023467
       6567.7527	   8.9050018e+09	      0.15014594	     0.045980798	      -28.767467	       56.904571
       6569.9620	   8.3465641e+09	      0.14908191	     0.044915035	      -28.929102	       56.783829
       6572.1713	   7.8212029e+09	      0.14760245	     0.044132044	      -29.087630	       56.659979
       6574.3807	   7.3429012e+09	      0.14545746	     0.042672177	      -29.246159	       56.536128
       6576.5900	   6.9143536e+09	      0.14323156	     0.040692304	      -29.404688	       56.412277
       6578.7993	   6.5160849e+09	      0.14029001	     0.037387391	      -29.561553	       56.290090
       6581.0087	   6.1582866e+09	      0.13744335	     0.035593988	      -29.715127	       56.171193
       6583.2180	   5.8173308e+09	      0.13493873	     0.034911330	      -29.868701	       56.050725
       6585.4273	   5.4938306e+09	      0.13218392	     0.033629139	      -30.022275	       55.926874
       6587.6367	   5.1854794e+09	      0.13002163	     0.033299428	      -30.174371	       55.803024
       6589.8460	   4.8890325e+09	      0.12799103	     0.031367613	      -30.322992	       55.679173
       6592.0553	   4.6137059e+09	      0.12579432	     0.028019792	      -30.471613	       55.555323
       6594.2647	   4.3635998e+09	      0.12370955	     0.026027241	      -30.620233	       55.431473
       6596.4740	   4.1301852e+09	      0.12127903	     0.025725119	      -30.767558	       55.307622
       6598.6833	   3.9099411e+09	      0.11955799	     0.025080924	      -30.911225	       55.183772
       6600.8927	   3.6975776e+09	      0.11953109	     0.026825008	      -31.054892	       55.059921
       6603.1020	   3.4977106e+09	      0.11862202	     0.026602897	      -31.198558	       54.936071
       6605.3113	   3.3154366e+09	      0.11791817	     0.026926217	      -31.341113	       54.812220
       6607.5207	   3.1398304e+09	      0.11622580	     0.024678898	      -31.479826	       54.688370
       6609.7300	   2.9697413e+09	      0.11314842	     0.023922772	      -31.618538	       54.564520
       6611.9393	   2.8067748e+09	      0.11054418	     0.024359447	      -31.757251	       54.440669
       6614.1487	   2.6526015e+09	      0.10939182	     0.023838075	      -31.895964	       54.316818
       6616.3580	   2.5080095e+09	      0.10768069	     0.023338485	      -32.034677	       54.192968
       6618.5673	   2.3747310e+09	      0.10673560	     0.024199190	      -32.172554	       54.069118
       6620.7767	   2.2455812e+09	      0.10561845	     0.025017474	      -32.306311	       53.945268
       6622.9860	   2.1271484e+09	      0.10376632	     0.024495556	      -32.440068	       53.820674
       6625.1953	   2.0214121e+09	      0.10182455	     0.025630680	      -32.573827	       53.691870
       6627.4047	   1.9173782e+09	     0.099316348	     0.025473122	      -32.706934	       53.563718
       6629.6140	   1.8111055e+09	     0.097612439	     0.025998094	      -32.835740	       53.439867
       6631.8233	   1.7131946e+09	     0.095233901	     0.026014398	      -32.962726	       53.317766
       6634.0327	   1.6306990e+09	     0.093120944	     0.026329225	      -33.075427	       53.209399
       6636.2420	   1.5651191e+09	     0.091198629	     0.026455779	      -33.188128	       53.101032
       6638.4513	   1.5096774e+09	     0.089936734	     0.025651979	      -33.313808	       52.980186
       6640.6607	   1.4446694e+09	     0.090303097	     0.025189820	      -33.442614	       52.856335
       6642.8700	   1.3769976e+09	     0.090173115	     0.025187298	      -33.571418	       52.728583
       6645.0793	   1.3110036e+09	     0.089273874	     0.025488843	      -33.700222	       52.599778
       6647.2887	   1.2488139e+09	     0.088148242	     0.026589757	      -33.825217	       52.474782
       6649.4980	   1.1887089e+09	     0.087190394	     0.026947238	      -33.949068	       52.350932
       6651.7073	   1.1326547e+09	     0.086738651	     0.027026224	      -34.069202	       52.223365
       6653.9167	   1.0794725e+09	     0.086070912	     0.027993672	      -34.188099	       52.094562
       6656.1260	   1.0292014e+09	     0.084221856	     0.028133995	      -34.310620	       51.969383
       6658.3353	   9.8328517e+08	     0.082620472	     0.030655775	      -34.434470	       51.845532
       6660.5447	   9.3861892e+08	     0.081061999	     0.032121060	      -34.554787	       51.721682
       6662.7540	   8.9732624e+08	     0.079601430	     0.032621241	      -34.673682	       51.597832
       6664.9633	   8.5808148e+08	     0.078721101	     0.028681344	      -34.789138	       51.470539
       6667.1727	   8.1859293e+08	     0.078099323	     0.027166876	      -34.903081	       51.341733
       6669.3820	   7.7864297e+08	     0.076877238	     0.027963377	      -35.020372	       51.216277
       6671.5913	   7.4276735e+08	     0.076629172	     0.026873775	      -35.139269	       51.092427
       6673.8007	   7.0613032e+08	     0.075723938	     0.028656651	      -35.254909	       50.965320
       6676.0100	   6.7660377e+08	     0.073195562	     0.031720160	      -35.368851	       50.836517
       6678.2193	   6.4669115e+08	     0.071923244	     0.030789924	      -35.479629	       50.710878
       6680.4287	   6.1614706e+08	     0.072080793	     0.029533980	      -35.588617	       50.587028
       6682.6380	   5.8848029e+08	     0.072513027	     0.030911988	      -35.691843	       50.470092
       6684.8473	   5.6414570e+08	     0.072286203	     0.032697090	      -35.791540	       50.357390
       6687.0567	   5.4715808e+08	     0.070511185	     0.034311305	      -35.894148	       50.239643
       6689.2660	   5.3023459e+08	     0.067824215	     0.033776595	      -36.003138	       50.110839
       6691.4753	   5.1214403e+08	     0.066910444	     0.032889119	      -36.112127	       49.983494
       6693.6847	   4.9068540e+08	     0.066001623	     0.031369211	      -36.221114	       49.859644
       6695.8940	   4.6975409e+08	     0.065790294	     0.029695259	      -36.330101	       49.734425
       6698.1033	   4.4859431e+08	     0.064972936	     0.030359633	      -36.439090	       49.605620
       6700.3127	   4.2758593e+08	     0.063270381	     0.030899620	      -36.546802	       49.478091
       6702.5220	   4.0817708e+08	     0.062128448	     0.033293537	      -36.650836	       49.354241
       6704.7313	   3.9048423e+08	     0.062363987	     0.036536669	      -36.754870	       49.229207
       6706.9407	   3.7666005e+08	     0.061958762	     0.040083534	      -36.858904	       49.100403
       6709.1500	   3.5888527e+08	     0.061242025	     0.041037146	      -36.962938	       48.971600
       6711.3593	   3.4392281e+08	     0.059267770	     0.041101037	      -37.066974	       48.842795
       6713.5687	   3.2532787e+08	     0.057022917	     0.045743311	      -37.170009	       48.714991
       6715.7780	   3.0905151e+08	     0.055023085	     0.048174288	      -37.269088	       48.591141
       6717.9873	   2.9696615e+08	     0.052740867	     0.049813198	      -37.368167	       48.466382
       6720.1967	   2.8301371e+08	     0.051502586	     0.050396981	      -37.467248	       48.337577
       6722.4060	   2.7791434e+08	     0.050991126	     0.050103303	      -37.566328	       48.208772
       6724.6153	   2.6678650e+08	     0.047338472	     0.044788371	      -37.665409	       48.079968
       6726.8247	   2.5652512e+08	     0.044531184	     0.040958805	      -37.764490	       47.951889
       6729.0340	   2.4497910e+08	     0.043878091	     0.041022777	      -37.863570	       47.828039
       6731.2433	   2.3124313e+08	     0.041713385	     0.042234270	      -37.962651	       47.703556
       6733.4526	   2.2470635e+08	     0.040273620	     0.046381875	      -38.061732	       47.574750
       6735.6620	   2.1492389e+08	     0.041019661	     0.049996176	      -38.160273	       47.445944
       6737.8713	   2.0613653e+08	     0.042261032	     0.056911165	      -38.254398	       47.317140
       6740.0806	   1.9796532e+08	     0.041925435	     0.064188137	      -38.348524	       47.188337
       6742.2900	   1.8921734e+08	     0.039157909	     0.069317348	      -38.442649	       47.059532
       6744.4993	   1.8058691e+08	     0.034666435	     0.078179620	      -38.536775	       46.931083
       6746.7086	   1.7220671e+08	     0.030768473	     0.070748438	      -38.630902	       46.807233
       6748.9180	   1.6467548e+08	     0.029502518	     0.071846437	      -38.724765	       46.683118
       6751.1273	   1.5705817e+08	     0.026143191	     0.073765501	      -38.813937	       46.554314
       6753.3366	   1.5100522e+08	     0.023355059	     0.074066747	      -38.903828	       46.424763
       6755.5460	   1.4610395e+08	     0.021081559	     0.074365967	      -39.013624	       46.274515
       6757.7553	   1.4117717e+08	     0.019634376	     0.074447875	      -39.117142	       46.132302
       6759.9646	   1.3732776e+08	     0.020385835	     0.076052740	      -39.206314	       46.008451
       6762.1740	   1.3144118e+08	     0.024198325	     0.077770197	      -39.295486	       45.883185
       6764.3833	   1.2405185e+08	     0.027069001	     0.079501649	      -39.384659	       45.754382
       6766.5926	   1.1899978e+08	     0.027895876	     0.081054329	      -39.472507	       45.625578
       6768.8020	   1.1339150e+08	     0.023541952	     0.083741745	      -39.556724	       45.496775
       6771.0113	   1.1014019e+08	     0.019569154	     0.089332584	      -39.642174	       45.367971
       6773.2206	   1.0797808e+08	     0.015834482	     0.094691189	      -39.731346	       45.239166
       6775.4300	   1.0423096e+08	     0.012039288	      0.10004979	      -39.819379	       45.111501
       6777.6393	   1.0031996e+08	    0.0082580076	      0.10540840	      -39.903598	       44.987650
       6779.8486	       94854212.	    0.0043951479	      0.11076700	      -39.990786	       44.858210
       6782.0580	       89773617.	   0.00057185684	      0.11612561	      -40.089044	       44.707934
       6784.2673	       84756231.	   -0.0032374259	      0.12148421	      -40.180543	       44.567994
       6786.4766	       81354887.	   -0.0069342681	      0.12684282	      -40.264762	       44.439188
       6788.6860	       76611620.	    -0.010760980	      0.13220142	      -40.348980	       44.310384
       6790.8953	       70800190.	    -0.014757072	      0.13756002	      -40.433197	       44.181581
       6793.1046	       66355653.	    -0.018764537	      0.14291863	      -40.517416	       44.054978
       6795.3140	       63005314.	    -0.022842679	      0.14827723	      -40.601635	       43.931127
       6797.5233	       63552566.	    -0.026734199	      0.15363584	      -40.689369	       43.796027
       6799.7326	       64613328.	    -0.030863562	      0.15899444	      -40.781847	       43.645750
       6801.9420	       63503273.	    -0.035671600	      0.16435305	      -40.865134	       43.510408
       6804.1513	       60175551.	    -0.041588790	      0.16971165	      -40.944399	       43.381604
       6806.3606	       55302760.	    -0.049581700	      0.17507026	      -41.032608	       43.238264
       6808.5700	       50742815.	    -0.062546464	      0.18042886	      -41.125086	       43.087989
       6810.7793	       50970818.	     -0.11134430	      0.18578746	      -41.205052	       42.962734
       6812.9886	       53364305.	    -0.076168195	      0.19114607	      -41.284316	       42.838884
       6815.1980	       54994857.	   -0.0060882459	      0.19650467	      -41.363580	       42.710434
